job title,matched skills
python developer,django,scikit learn,machine learning,flask,mysql db,python 3,numpy,open erp,bugzila,excel vba,mysql 4/5, django,php codeigniter,sequel,ecmascript 5,ios application development,css 3,webrtc,text processing,databases & database administration_mysql,pyramid,datastructures,mvc web,php codeigniter,real estate management,full stack development,socketio,database management system dbms,python ,vue js,web technology,uniface,c programming language,visual studio,phpstorm,windows 7,c language,phpmyadmin,web,hypertext markup language
